word,root
ٱلْعَلِيمُ,عليميم,العليم
ٱلْحَكِيمُ,حكيميم,الحكيم
يَٰٓـَٔادَمُ,ياـادم,ياـادم
أَنۢبِئْهُم,انبيهم,انبيهم
بِأَسْمَآئِهِمْ,باسمايهم,باسمايهم
أَنۢبَأَهُم,انباهم,انباهم
أَلَمْ,الم,الم
أَقُل,اقل,اقل
غَيْبَ,غيب,غيب
ٱلسَّمَٰوَٰتِ,سماواتات,السماوات
وَٱلْأَرْضِ,ارضارض,والارض
وَأَعْلَمُ,اعلمم,واعلم
تُبْدُونَ,تبدون,تبدون
تَكْتُمُونَ,تكتمون,تكتمون
قُلْنَا,قلنا,قلنا
ٱسْجُدُوا۟,اسجدوا,اسجدوا
لِءَادَمَ,لءادم,لءادم
فَسَجَدُوٓا۟,فسجدوا,فسجدوا
إِبْلِيسَ,ابليس,ابليس
أَبَىٰ,ابىا,ابىا
وَٱسْتَكْبَرَ,استكبرر,واستكبر
وَكَانَ,كانن,وكان
ٱلْكَٰفِرِينَ,كافرينين,الكافرين
وَقُلْنَا,قلناا,وقلنا
ٱسْكُنْ,اسكن,اسكن
وَزَوْجُكَ,زوجكك,وزوجك
ٱلْجَنَّةَ,جنةنة,الجنة
وَكُلَا,كلاا,وكلا
رَغَدًا,رغدا,رغدا
حَيْثُ,حيث,حيث
شِئْتُمَا,شيتما,شيتما
تَقْرَبَا,تقربا,تقربا
هَٰذِهِ,هاذه,هاذه
ٱلشَّجَرَةَ,شجرةرة,الشجرة
فَتَكُونَا,فتكونا,فتكونا
ٱلظَّٰلِمِينَ,ظالمينين,الظالمين
فَأَزَلَّهُمَا,فازلهما,فازلهما
ٱلشَّيْطَٰنُ,شيطانان,الشيطان
عَنْهَا,عنها,عنها
فَأَخْرَجَهُمَا,فاخرجهما,فاخرجهما
مِمَّا,مما,مما
كَانَا,كانا,كانا
ٱهْبِطُوا۟,اهبطوا,اهبطوا
بَعْضُكُمْ,بعضكم,بعضكم
لِبَعْضٍ,لبعض,لبعض
عَدُوٌّ,عدو,عدو
وَلَكُمْ,لكمم,ولكم
مُسْتَقَرٌّ,مستقر,مستقر
وَمَتَٰعٌ,متاعع,ومتاع
حِينٍ,حين,حين
فَتَلَقَّىٰٓ,فتلقىا,فتلقىا
ءَادَمُ,ءادم,ءادم
رَّبِّهِۦ,ربه,ربه
كَلِمَٰتٍ,كلمات,كلمات
فَتَابَ,فتاب,فتاب
عَلَيْهِ,عليه,عليه
إِنَّهُۥ,انه,انه
ٱلتَّوَّابُ,تواباب,التواب
ٱلرَّحِيمُ,رحيميم,الرحيم
فَإِمَّا,فاما,فاما
يَأْتِيَنَّكُم,ياتينكم,ياتينكم
مِّنِّى,منى,منى
فَمَن,فمن,فمن
تَبِعَ,تبع,تبع
هُدَاىَ,هداى,هداى
خَوْفٌ,خوف,خوف
يَحْزَنُونَ,يحزنون,يحزنون
وَكَذَّبُوا۟,كذبواا,وكذبوا
بِـَٔايَٰتِنَآ,بـاياتنا,بـاياتنا
أَصْحَٰبُ,اصحاب,اصحاب
ٱلنَّارِ,نارار,النار
يَٰبَنِىٓ,يابنى,يابنى
إِسْرَٰٓءِيلَ,اسراءيل,اسراءيل
ٱذْكُرُوا۟,اذكروا,اذكروا
نِعْمَتِىَ,نعمتى,نعمتى
ٱلَّتِىٓ,تىتى,التى
أَنْعَمْتُ,انعمت,انعمت
عَلَيْكُمْ,عليكم,عليكم
وَأَوْفُوا۟,اوفواا,واوفوا
بِعَهْدِىٓ,بعهدى,بعهدى
أُوفِ,اوف,اوف
بِعَهْدِكُمْ,بعهدكم,بعهدكم
وَإِيَّٰىَ,اياىى,واياى
فَٱرْهَبُونِ,فارهبون,فارهبون
وَءَامِنُوا۟,ءامنواا,وءامنوا
أَنزَلْتُ,انزلت,انزلت
مُصَدِّقًا,مصدقا,مصدقا
لِّمَا,لما,لما
تَكُونُوٓا۟,تكونوا,تكونوا
أَوَّلَ,اول,اول
كَافِرٍۭ,كافر,كافر
تَشْتَرُوا۟,تشتروا,تشتروا
بِـَٔايَٰتِى,بـاياتى,بـاياتى
ثَمَنًا,ثمنا,ثمنا
قَلِيلًا,قليلا,قليلا
فَٱتَّقُونِ,فاتقون,فاتقون
تَلْبِسُوا۟,تلبسوا,تلبسوا
ٱلْحَقَّ,حقحق,الحق
بِٱلْبَٰطِلِ,باطلاطل,بالباطل
وَتَكْتُمُوا۟,تكتمواا,وتكتموا
وَأَقِيمُوا۟,اقيمواا,واقيموا
وَءَاتُوا۟,ءاتواا,وءاتوا
ٱلزَّكَوٰةَ,زكواةاة,الزكواة
وَٱرْكَعُوا۟,اركعواا,واركعوا
مَعَ,مع,مع
ٱلرَّٰكِعِينَ,راكعينين,الراكعين
أَتَأْمُرُونَ,اتامرون,اتامرون
ٱلنَّاسَ,ناساس,الناس
بِٱلْبِرِّ,برلبر,بالبر
وَتَنسَوْنَ,تنسونن,وتنسون
أَنفُسَكُمْ,انفسكم,انفسكم
تَتْلُونَ,تتلون,تتلون
ٱلْكِتَٰبَ,كتاباب,الكتاب
أَفَلَا,افلا,افلا
تَعْقِلُونَ,تعقلون,تعقلون
وَٱسْتَعِينُوا۟,استعينواا,واستعينوا
بِٱلصَّبْرِ,صبرصبر,بالصبر
وَٱلصَّلَوٰةِ,صلواةواة,والصلواة
وَإِنَّهَا,انهاا,وانها
لَكَبِيرَةٌ,لكبيرة,لكبيرة
ٱلْخَٰشِعِينَ,خاشعينين,الخاشعين
يَظُنُّونَ,يظنون,يظنون
أَنَّهُم,انهم,انهم
مُّلَٰقُوا۟,ملاقوا,ملاقوا
رَبِّهِمْ,ربهم,ربهم
وَأَنَّهُمْ,انهمم,وانهم
رَٰجِعُونَ,راجعون,راجعون
وَأَنِّى,انىى,وانى
فَضَّلْتُكُمْ,فضلتكم,فضلتكم
وَٱتَّقُوا۟,اتقواا,واتقوا
يَوْمًا,يوما,يوما
تَجْزِى,تجزى,تجزى
نَفْسٌ,نفس,نفس
عَن,عن,عن
نَّفْسٍ,نفس,نفس
شَيْـًٔا,شيـا,شيـا
يُقْبَلُ,يقبل,يقبل
شَفَٰعَةٌ,شفاعة,شفاعة
يُؤْخَذُ,يوخذ,يوخذ
عَدْلٌ,عدل,عدل
يُنصَرُونَ,ينصرون,ينصرون
نَجَّيْنَٰكُم,نجيناكم,نجيناكم
مِّنْ,من,من
ءَالِ,ءال,ءال
فِرْعَوْنَ,فرعون,فرعون
يَسُومُونَكُمْ,يسومونكم,يسومونكم
سُوٓءَ,سوء,سوء
ٱلْعَذَابِ,عذاباب,العذاب
يُذَبِّحُونَ,يذبحون,يذبحون
أَبْنَآءَكُمْ,ابناءكم,ابناءكم
وَيَسْتَحْيُونَ,يستحيونن,ويستحيون
نِسَآءَكُمْ,نساءكم,نساءكم
وَفِى,وفى,وفى
ذَٰلِكُم,ذالكم,ذالكم
بَلَآءٌ,بلاء,بلاء
رَّبِّكُمْ,ربكم,ربكم
فَرَقْنَا,فرقنا,فرقنا
بِكُمُ,بكم,بكم
ٱلْبَحْرَ,بحرحر,البحر
فَأَنجَيْنَٰكُمْ,فانجيناكم,فانجيناكم
وَأَغْرَقْنَآ,اغرقناا,واغرقنا
ءَالَ,ءال,ءال
تَنظُرُونَ,تنظرون,تنظرون
وَٰعَدْنَا,اعدناا,واعدنا
مُوسَىٰٓ,موسىا,موسىا
أَرْبَعِينَ,اربعين,اربعين
لَيْلَةً,ليلة,ليلة
ٱتَّخَذْتُمُ,اتخذتم,اتخذتم
ٱلْعِجْلَ,عجلجل,العجل
بَعْدِهِۦ,بعده,بعده
ظَٰلِمُونَ,ظالمون,ظالمون
عَفَوْنَا,عفونا,عفونا
عَنكُم,عنكم,عنكم
مِّنۢ,من,من
تَشْكُرُونَ,تشكرون,تشكرون
ءَاتَيْنَا,ءاتينا,ءاتينا
مُوسَى,موسى,موسى
وَٱلْفُرْقَانَ,فرقانقان,والفرقان
تَهْتَدُونَ,تهتدون,تهتدون
مُوسَىٰ,موسىا,موسىا
لِقَوْمِهِۦ,لقومه,لقومه
يَٰقَوْمِ,ياقوم,ياقوم
إِنَّكُمْ,انكم,انكم
ظَلَمْتُمْ,ظلمتم,ظلمتم
أَنفُسَكُم,انفسكم,انفسكم
بِٱتِّخَاذِكُمُ,باتخاذكم,باتخاذكم
فَتُوبُوٓا۟,فتوبوا,فتوبوا
بَارِئِكُمْ,باريكم,باريكم
فَٱقْتُلُوٓا۟,فاقتلوا,فاقتلوا
ذَٰلِكُمْ,ذالكم,ذالكم
خَيْرٌ,خير,خير
عِندَ,عند,عند
قُلْتُمْ,قلتم,قلتم
يَٰمُوسَىٰ,ياموسىا,ياموسىا
لَن,لن,لن
نُّؤْمِنَ,نومن,نومن
حَتَّىٰ,حتىا,حتىا
نَرَى,نرى,نرى
جَهْرَةً,جهرة,جهرة
فَأَخَذَتْكُمُ,فاخذتكم,فاخذتكم
ٱلصَّٰعِقَةُ,صاعقةقة,الصاعقة
بَعَثْنَٰكُم,بعثناكم,بعثناكم
مَوْتِكُمْ,موتكم,موتكم
وَظَلَّلْنَا,ظللناا,وظللنا
عَلَيْكُمُ,عليكم,عليكم
ٱلْغَمَامَ,غمامام,الغمام
وَأَنزَلْنَا,انزلناا,وانزلنا
ٱلْمَنَّ,منمن,المن
وَٱلسَّلْوَىٰ,سلوىاوىا,والسلوىا
كُلُوا۟,كلوا,كلوا
طَيِّبَٰتِ,طيبات,طيبات
رَزَقْنَٰكُمْ,رزقناكم,رزقناكم
ظَلَمُونَا,ظلمونا,ظلمونا
كَانُوٓا۟,كانوا,كانوا
يَظْلِمُونَ,يظلمون,يظلمون
ٱدْخُلُوا۟,ادخلوا,ادخلوا
ٱلْقَرْيَةَ,قريةية,القرية
فَكُلُوا۟,فكلوا,فكلوا
شِئْتُمْ,شيتم,شيتم
وَٱدْخُلُوا۟,ادخلواا,وادخلوا
ٱلْبَابَ,باباب,الباب
سُجَّدًا,سجدا,سجدا
وَقُولُوا۟,قولواا,وقولوا
حِطَّةٌ,حطة,حطة
نَّغْفِرْ,نغفر,نغفر
لَكُمْ,لكم,لكم
خَطَٰيَٰكُمْ,خطاياكم,خطاياكم
وَسَنَزِيدُ,سنزيدد,وسنزيد
ٱلْمُحْسِنِينَ,محسنينين,المحسنين
فَبَدَّلَ,فبدل,فبدل
ظَلَمُوا۟,ظلموا,ظلموا
قَوْلًا,قولا,قولا
غَيْرَ,غير,غير
فَأَنزَلْنَا,فانزلنا,فانزلنا
رِجْزًا,رجزا,رجزا
يَفْسُقُونَ,يفسقون,يفسقون
وَإِذِ,واذ,واذ
ٱسْتَسْقَىٰ,استسقىا,استسقىا
فَقُلْنَا,فقلنا,فقلنا
ٱضْرِب,اضرب,اضرب
بِّعَصَاكَ,بعصاك,بعصاك
ٱلْحَجَرَ,حجرجر,الحجر
فَٱنفَجَرَتْ,فانفجرت,فانفجرت
مِنْهُ,منه,منه
ٱثْنَتَا,اثنتا,اثنتا
عَشْرَةَ,عشرة,عشرة
عَيْنًا,عينا,عينا
قَدْ,قد,قد
عَلِمَ,علم,علم
كُلُّ,كل,كل
أُنَاسٍ,اناس,اناس
مَّشْرَبَهُمْ,مشربهم,مشربهم
وَٱشْرَبُوا۟,اشربواا,واشربوا
رِّزْقِ,رزق,رزق
تَعْثَوْا۟,تعثوا,تعثوا
مُفْسِدِينَ,مفسدين,مفسدين
نَّصْبِرَ,نصبر,نصبر
طَعَامٍ,طعام,طعام
وَٰحِدٍ,احدد,واحد
فَٱدْعُ,فادع,فادع
لَنَا,لنا,لنا
رَبَّكَ,ربك,ربك
يُخْرِجْ,يخرج,يخرج
تُنۢبِتُ,تنبت,تنبت
ٱلْأَرْضُ,ارضرض,الارض
بَقْلِهَا,بقلها,بقلها
وَقِثَّآئِهَا,قثايهاا,وقثايها
وَفُومِهَا,فومهاا,وفومها
وَعَدَسِهَا,عدسهاا,وعدسها
وَبَصَلِهَا,بصلهاا,وبصلها
أَتَسْتَبْدِلُونَ,اتستبدلون,اتستبدلون
أَدْنَىٰ,ادنىا,ادنىا
بِٱلَّذِى,ذىلذى,بالذى
مِصْرًا,مصرا,مصرا
فَإِنَّ,فان,فان
سَأَلْتُمْ,سالتم,سالتم
وَضُرِبَتْ,ضربتت,وضربت
عَلَيْهِمُ,عليهم,عليهم
ٱلذِّلَّةُ,ذلةلة,الذلة
وَٱلْمَسْكَنَةُ,مسكنةكنة,والمسكنة
وَبَآءُو,باءوو,وباءو
بِغَضَبٍ,بغضب,بغضب
بِأَنَّهُمْ,بانهم,بانهم
يَكْفُرُونَ,يكفرون,يكفرون
بِـَٔايَٰتِ,بـايات,بـايات
وَيَقْتُلُونَ,يقتلونن,ويقتلون
ٱلنَّبِيِّۦنَ,نبينين,النبين
بِغَيْرِ,بغير,بغير
ٱلْحَقِّ,حقحق,الحق
عَصَوا۟,عصوا,عصوا
وَّكَانُوا۟,كانواا,وكانوا
