word,root
وَعَلَىٰٓ,َعَلَىٰٓٓ,وعلىا
أَبْصَٰرِهِمْ,أَبْصَٰرِهِمْ,ابصارهم
غِشَٰوَةٌ,غِشَٰوَةٌ,غشاوة
وَلَهُمْ,َلَهُمْْ,ولهم
عَذَابٌ,عَذَابٌ,عذاب
عَظِيمٌ,عَظِيمٌ,عظيم
وَمِنَ,َمِنََ,ومن
ٱلنَّاسِ,ٱلنَّاسِ,الناس
مَن,مَن,من
يَقُولُ,يَقُولُ,يقول
ءَامَنَّا,ءَامَنَّا,ءامنا
بِٱللَّهِ,بِٱللَّهِ,بالله
وَبِٱلْيَوْمِ,َبِٱلْيَوْمِِ,وباليوم
ٱلْءَاخِرِ,ٱلْءَاخِرِ,الءاخر
وَمَا,َمَاا,وما
هُم,هُم,هم
بِمُؤْمِنِينَ,بِمُؤْمِنِينَ,بمومنين
يُخَٰدِعُونَ,يُخَٰدِعُونَ,يخادعون
ٱللَّهَ,ٱللَّهَ,الله
ءَامَنُوا۟,ءَامَنُوا۟,ءامنوا
يَخْدَعُونَ,يَخْدَعُونَ,يخدعون
إِلَّآ,إِلَّآ,الا
أَنفُسَهُمْ,أَنفُسَهُمْ,انفسهم
يَشْعُرُونَ,يَشْعُرُونَ,يشعرون
فِى,فِى,فى
قُلُوبِهِم,قُلُوبِهِم,قلوبهم
مَّرَضٌ,مَّرَضٌ,مرض
فَزَادَهُمُ,فَزَادَهُمُ,فزادهم
مَرَضًا,مَرَضًا,مرضا
أَلِيمٌۢ,أَلِيمٌۢ,اليم
بِمَا,بِمَا,بما
كَانُوا۟,كَانُوا۟,كانوا
يَكْذِبُونَ,يَكْذِبُونَ,يكذبون
وَإِذَا,َإِذَاا,واذا
قِيلَ,قِيلَ,قيل
لَهُمْ,لَهُمْ,لهم
تُفْسِدُوا۟,تُفْسِدُوا۟,تفسدوا
ٱلْأَرْضِ,ٱلْأَرْضِ,الارض
قَالُوٓا۟,قَالُوٓا۟,قالوا
إِنَّمَا,إِنَّمَا,انما
نَحْنُ,نَحْنُ,نحن
مُصْلِحُونَ,مُصْلِحُونَ,مصلحون
أَلَآ,أَلَآ,الا
إِنَّهُمْ,إِنَّهُمْ,انهم
ٱلْمُفْسِدُونَ,ٱلْمُفْسِدُونَ,المفسدون
وَلَٰكِن,َلَٰكِنن,ولاكن
لَّا,لَّا,لا
ءَامِنُوا۟,ءَامِنُوا۟,ءامنوا
كَمَآ,كَمَآ,كما
ءَامَنَ,ءَامَنَ,ءامن
ٱلنَّاسُ,ٱلنَّاسُ,الناس
أَنُؤْمِنُ,أَنُؤْمِنُ,انومن
ٱلسُّفَهَآءُ,ٱلسُّفَهَآءُ,السفهاء
يَعْلَمُونَ,يَعْلَمُونَ,يعلمون
لَقُوا۟,لَقُوا۟,لقوا
خَلَوْا۟,خَلَوْا۟,خلوا
إِلَىٰ,إِلَىٰ,الىا
شَيَٰطِينِهِمْ,شَيَٰطِينِهِمْ,شياطينهم
إِنَّا,إِنَّا,انا
مَعَكُمْ,مَعَكُمْ,معكم
مُسْتَهْزِءُونَ,مُسْتَهْزِءُونَ,مستهزءون
يَسْتَهْزِئُ,يَسْتَهْزِئُ,يستهزي
بِهِمْ,بِهِمْ,بهم
وَيَمُدُّهُمْ,َيَمُدُّهُمْْ,ويمدهم
طُغْيَٰنِهِمْ,طُغْيَٰنِهِمْ,طغيانهم
يَعْمَهُونَ,يَعْمَهُونَ,يعمهون
ٱشْتَرَوُا۟,ٱشْتَرَوُا۟,اشتروا
ٱلضَّلَٰلَةَ,ٱلضَّلَٰلَةَ,الضلالة
بِٱلْهُدَىٰ,بِٱلْهُدَىٰ,بالهدىا
فَمَا,فَمَا,فما
رَبِحَت,رَبِحَت,ربحت
تِّجَٰرَتُهُمْ,تِّجَٰرَتُهُمْ,تجارتهم
مُهْتَدِينَ,مُهْتَدِينَ,مهتدين
مَثَلُهُمْ,مَثَلُهُمْ,مثلهم
كَمَثَلِ,كَمَثَلِ,كمثل
ٱلَّذِى,ٱلَّذِى,الذى
ٱسْتَوْقَدَ,ٱسْتَوْقَدَ,استوقد
نَارًا,نَارًا,نارا
فَلَمَّآ,فَلَمَّآ,فلما
أَضَآءَتْ,أَضَآءَتْ,اضاءت
مَا,مَا,ما
حَوْلَهُۥ,حَوْلَهُۥ,حوله
ذَهَبَ,ذَهَبَ,ذهب
بِنُورِهِمْ,بِنُورِهِمْ,بنورهم
وَتَرَكَهُمْ,َتَرَكَهُمْْ,وتركهم
ظُلُمَٰتٍ,ظُلُمَٰتٍ,ظلمات
يُبْصِرُونَ,يُبْصِرُونَ,يبصرون
صُمٌّۢ,صُمٌّۢ,صم
بُكْمٌ,بُكْمٌ,بكم
عُمْىٌ,عُمْىٌ,عمى
فَهُمْ,فَهُمْ,فهم
يَرْجِعُونَ,يَرْجِعُونَ,يرجعون
أَوْ,أَوْ,او
كَصَيِّبٍ,كَصَيِّبٍ,كصيب
مِّنَ,مِّنَ,من
ٱلسَّمَآءِ,ٱلسَّمَآءِ,السماء
ظُلُمَٰتٌ,ظُلُمَٰتٌ,ظلمات
وَرَعْدٌ,َرَعْدٌٌ,ورعد
وَبَرْقٌ,َبَرْقٌٌ,وبرق
يَجْعَلُونَ,يَجْعَلُونَ,يجعلون
أَصَٰبِعَهُمْ,أَصَٰبِعَهُمْ,اصابعهم
فِىٓ,فِىٓ,فى
ءَاذَانِهِم,ءَاذَانِهِم,ءاذانهم
ٱلصَّوَٰعِقِ,ٱلصَّوَٰعِقِ,الصواعق
حَذَرَ,حَذَرَ,حذر
ٱلْمَوْتِ,ٱلْمَوْتِ,الموت
وَٱللَّهُ,َٱللَّهُُ,والله
مُحِيطٌۢ,مُحِيطٌۢ,محيط
بِٱلْكَٰفِرِينَ,بِٱلْكَٰفِرِينَ,بالكافرين
يَكَادُ,يَكَادُ,يكاد
ٱلْبَرْقُ,ٱلْبَرْقُ,البرق
يَخْطَفُ,يَخْطَفُ,يخطف
أَبْصَٰرَهُمْ,أَبْصَٰرَهُمْ,ابصارهم
كُلَّمَآ,كُلَّمَآ,كلما
أَضَآءَ,أَضَآءَ,اضاء
لَهُم,لَهُم,لهم
مَّشَوْا۟,مَّشَوْا۟,مشوا
وَإِذَآ,َإِذَآٓ,واذا
أَظْلَمَ,أَظْلَمَ,اظلم
قَامُوا۟,قَامُوا۟,قاموا
وَلَوْ,َلَوْْ,ولو
شَآءَ,شَآءَ,شاء
لَذَهَبَ,لَذَهَبَ,لذهب
بِسَمْعِهِمْ,بِسَمْعِهِمْ,بسمعهم
وَأَبْصَٰرِهِمْ,َأَبْصَٰرِهِمْْ,وابصارهم
كُلِّ,كُلِّ,كل
شَىْءٍ,شَىْءٍ,شىء
قَدِيرٌ,قَدِيرٌ,قدير
يَٰٓأَيُّهَا,يَٰٓأَيُّهَا,ياايها
ٱعْبُدُوا۟,ٱعْبُدُوا۟,اعبدوا
رَبَّكُمُ,رَبَّكُمُ,ربكم
خَلَقَكُمْ,خَلَقَكُمْ,خلقكم
قَبْلِكُمْ,قَبْلِكُمْ,قبلكم
لَعَلَّكُمْ,لَعَلَّكُمْ,لعلكم
تَتَّقُونَ,تَتَّقُونَ,تتقون
جَعَلَ,جَعَلَ,جعل
لَكُمُ,لَكُمُ,لكم
ٱلْأَرْضَ,ٱلْأَرْضَ,الارض
فِرَٰشًا,فِرَٰشًا,فراشا
وَٱلسَّمَآءَ,َٱلسَّمَآءََ,والسماء
بِنَآءً,بِنَآءً,بناء
وَأَنزَلَ,َأَنزَلََ,وانزل
مِنَ,مِنَ,من
مَآءً,مَآءً,ماء
فَأَخْرَجَ,فَأَخْرَجَ,فاخرج
بِهِۦ,بِهِۦ,به
ٱلثَّمَرَٰتِ,ٱلثَّمَرَٰتِ,الثمرات
رِزْقًا,رِزْقًا,رزقا
لَّكُمْ,لَّكُمْ,لكم
فَلَا,فَلَا,فلا
تَجْعَلُوا۟,تَجْعَلُوا۟,تجعلوا
أَندَادًا,أَندَادًا,اندادا
وَأَنتُمْ,َأَنتُمْْ,وانتم
تَعْلَمُونَ,تَعْلَمُونَ,تعلمون
وَإِن,َإِنن,وان
كُنتُمْ,كُنتُمْ,كنتم
رَيْبٍ,رَيْبٍ,ريب
مِّمَّا,مِّمَّا,مما
نَزَّلْنَا,نَزَّلْنَا,نزلنا
عَبْدِنَا,عَبْدِنَا,عبدنا
فَأْتُوا۟,فَأْتُوا۟,فاتوا
بِسُورَةٍ,بِسُورَةٍ,بسورة
مِّثْلِهِۦ,مِّثْلِهِۦ,مثله
وَٱدْعُوا۟,َٱدْعُوا۟۟,وادعوا
شُهَدَآءَكُم,شُهَدَآءَكُم,شهداءكم
دُونِ,دُونِ,دون
إِن,إِن,ان
صَٰدِقِينَ,صَٰدِقِينَ,صادقين
فَإِن,فَإِن,فان
لَّمْ,لَّمْ,لم
تَفْعَلُوا۟,تَفْعَلُوا۟,تفعلوا
وَلَن,َلَنن,ولن
فَٱتَّقُوا۟,فَٱتَّقُوا۟,فاتقوا
ٱلنَّارَ,ٱلنَّارَ,النار
ٱلَّتِى,ٱلَّتِى,التى
وَقُودُهَا,َقُودُهَاا,وقودها
وَٱلْحِجَارَةُ,َٱلْحِجَارَةُُ,والحجارة
أُعِدَّتْ,أُعِدَّتْ,اعدت
لِلْكَٰفِرِينَ,لِلْكَٰفِرِينَ,للكافرين
وَبَشِّرِ,َبَشِّرِِ,وبشر
وَعَمِلُوا۟,َعَمِلُوا۟۟,وعملوا
ٱلصَّٰلِحَٰتِ,ٱلصَّٰلِحَٰتِ,الصالحات
أَنَّ,أَنَّ,ان
جَنَّٰتٍ,جَنَّٰتٍ,جنات
تَجْرِى,تَجْرِى,تجرى
تَحْتِهَا,تَحْتِهَا,تحتها
ٱلْأَنْهَٰرُ,ٱلْأَنْهَٰرُ,الانهار
كُلَّمَا,كُلَّمَا,كلما
رُزِقُوا۟,رُزِقُوا۟,رزقوا
مِنْهَا,مِنْهَا,منها
ثَمَرَةٍ,ثَمَرَةٍ,ثمرة
رِّزْقًا,رِّزْقًا,رزقا
قَالُوا۟,قَالُوا۟,قالوا
هَٰذَا,هَٰذَا,هاذا
رُزِقْنَا,رُزِقْنَا,رزقنا
قَبْلُ,قَبْلُ,قبل
وَأُتُوا۟,َأُتُوا۟۟,واتوا
مُتَشَٰبِهًا,مُتَشَٰبِهًا,متشابها
فِيهَآ,فِيهَآ,فيها
أَزْوَٰجٌ,أَزْوَٰجٌ,ازواج
مُّطَهَّرَةٌ,مُّطَهَّرَةٌ,مطهرة
وَهُمْ,َهُمْْ,وهم
فِيهَا,فِيهَا,فيها
خَٰلِدُونَ,خَٰلِدُونَ,خالدون
يَسْتَحْىِۦٓ,يَسْتَحْىِۦٓ,يستحى
أَن,أَن,ان
يَضْرِبَ,يَضْرِبَ,يضرب
مَثَلًا,مَثَلًا,مثلا
مَّا,مَّا,ما
بَعُوضَةً,بَعُوضَةً,بعوضة
فَوْقَهَا,فَوْقَهَا,فوقها
فَأَمَّا,فَأَمَّا,فاما
فَيَعْلَمُونَ,فَيَعْلَمُونَ,فيعلمون
أَنَّهُ,أَنَّهُ,انه
ٱلْحَقُّ,ٱلْحَقُّ,الحق
وَأَمَّا,َأَمَّاا,واما
فَيَقُولُونَ,فَيَقُولُونَ,فيقولون
مَاذَآ,مَاذَآ,ماذا
أَرَادَ,أَرَادَ,اراد
بِهَٰذَا,بِهَٰذَا,بهاذا
يُضِلُّ,يُضِلُّ,يضل
كَثِيرًا,كَثِيرًا,كثيرا
وَيَهْدِى,َيَهْدِىى,ويهدى
بِهِۦٓ,بِهِۦٓ,به
إِلَّا,إِلَّا,الا
ٱلْفَٰسِقِينَ,ٱلْفَٰسِقِينَ,الفاسقين
يَنقُضُونَ,يَنقُضُونَ,ينقضون
عَهْدَ,عَهْدَ,عهد
مِنۢ,مِنۢ,من
بَعْدِ,بَعْدِ,بعد
مِيثَٰقِهِۦ,مِيثَٰقِهِۦ,ميثاقه
وَيَقْطَعُونَ,َيَقْطَعُونََ,ويقطعون
مَآ,مَآ,ما
أَمَرَ,أَمَرَ,امر
يُوصَلَ,يُوصَلَ,يوصل
وَيُفْسِدُونَ,َيُفْسِدُونََ,ويفسدون
ٱلْخَٰسِرُونَ,ٱلْخَٰسِرُونَ,الخاسرون
كَيْفَ,كَيْفَ,كيف
تَكْفُرُونَ,تَكْفُرُونَ,تكفرون
وَكُنتُمْ,َكُنتُمْْ,وكنتم
أَمْوَٰتًا,أَمْوَٰتًا,امواتا
فَأَحْيَٰكُمْ,فَأَحْيَٰكُمْ,فاحياكم
ثُمَّ,ثُمَّ,ثم
يُمِيتُكُمْ,يُمِيتُكُمْ,يميتكم
يُحْيِيكُمْ,يُحْيِيكُمْ,يحييكم
إِلَيْهِ,إِلَيْهِ,اليه
تُرْجَعُونَ,تُرْجَعُونَ,ترجعون
هُوَ,هُوَ,هو
خَلَقَ,خَلَقَ,خلق
لَكُم,لَكُم,لكم
جَمِيعًا,جَمِيعًا,جميعا
ٱسْتَوَىٰٓ,ٱسْتَوَىٰٓ,استوىا
إِلَى,إِلَى,الى
فَسَوَّىٰهُنَّ,فَسَوَّىٰهُنَّ,فسوىاهن
سَبْعَ,سَبْعَ,سبع
سَمَٰوَٰتٍ,سَمَٰوَٰتٍ,سماوات
وَهُوَ,َهُوََ,وهو
بِكُلِّ,بِكُلِّ,بكل
عَلِيمٌ,عَلِيمٌ,عليم
وَإِذْ,َإِذْْ,واذ
قَالَ,قَالَ,قال
رَبُّكَ,رَبُّكَ,ربك
لِلْمَلَٰٓئِكَةِ,لِلْمَلَٰٓئِكَةِ,للملايكة
إِنِّى,إِنِّى,انى
جَاعِلٌ,جَاعِلٌ,جاعل
خَلِيفَةً,خَلِيفَةً,خليفة
أَتَجْعَلُ,أَتَجْعَلُ,اتجعل
يُفْسِدُ,يُفْسِدُ,يفسد
وَيَسْفِكُ,َيَسْفِكُُ,ويسفك
ٱلدِّمَآءَ,ٱلدِّمَآءَ,الدماء
وَنَحْنُ,َنَحْنُُ,ونحن
نُسَبِّحُ,نُسَبِّحُ,نسبح
بِحَمْدِكَ,بِحَمْدِكَ,بحمدك
وَنُقَدِّسُ,َنُقَدِّسُُ,ونقدس
لَكَ,لَكَ,لك
إِنِّىٓ,إِنِّىٓ,انى
أَعْلَمُ,أَعْلَمُ,اعلم
وَعَلَّمَ,َعَلَّمََ,وعلم
ءَادَمَ,ءَادَمَ,ءادم
ٱلْأَسْمَآءَ,ٱلْأَسْمَآءَ,الاسماء
كُلَّهَا,كُلَّهَا,كلها
عَرَضَهُمْ,عَرَضَهُمْ,عرضهم
عَلَى,عَلَى,على
ٱلْمَلَٰٓئِكَةِ,ٱلْمَلَٰٓئِكَةِ,الملايكة
فَقَالَ,فَقَالَ,فقال
أَنۢبِـُٔونِى,أَنۢبِـُٔونِى,انبـونى
بِأَسْمَآءِ,بِأَسْمَآءِ,باسماء
هَٰٓؤُلَآءِ,هَٰٓؤُلَآءِ,هاولاء
سُبْحَٰنَكَ,سُبْحَٰنَكَ,سبحانك
عِلْمَ,عِلْمَ,علم
لَنَآ,لَنَآ,لنا
عَلَّمْتَنَآ,عَلَّمْتَنَآ,علمتنا
إِنَّكَ,إِنَّكَ,انك
أَنتَ,أَنتَ,انت
ٱلْعَلِيمُ,ٱلْعَلِيمُ,العليم
ٱلْحَكِيمُ,ٱلْحَكِيمُ,الحكيم
يَٰٓـَٔادَمُ,يَٰٓـَٔادَمُ,ياـادم
أَنۢبِئْهُم,أَنۢبِئْهُم,انبيهم
بِأَسْمَآئِهِمْ,بِأَسْمَآئِهِمْ,باسمايهم
أَنۢبَأَهُم,أَنۢبَأَهُم,انباهم
أَلَمْ,أَلَمْ,الم
أَقُل,أَقُل,اقل
غَيْبَ,غَيْبَ,غيب
ٱلسَّمَٰوَٰتِ,ٱلسَّمَٰوَٰتِ,السماوات
وَٱلْأَرْضِ,َٱلْأَرْضِِ,والارض
وَأَعْلَمُ,َأَعْلَمُُ,واعلم
تُبْدُونَ,تُبْدُونَ,تبدون
تَكْتُمُونَ,تَكْتُمُونَ,تكتمون
قُلْنَا,قُلْنَا,قلنا
ٱسْجُدُوا۟,ٱسْجُدُوا۟,اسجدوا
لِءَادَمَ,لِءَادَمَ,لءادم
فَسَجَدُوٓا۟,فَسَجَدُوٓا۟,فسجدوا
إِبْلِيسَ,إِبْلِيسَ,ابليس
أَبَىٰ,أَبَىٰ,ابىا
وَٱسْتَكْبَرَ,َٱسْتَكْبَرََ,واستكبر
وَكَانَ,َكَانََ,وكان
ٱلْكَٰفِرِينَ,ٱلْكَٰفِرِينَ,الكافرين
وَقُلْنَا,َقُلْنَاا,وقلنا
ٱسْكُنْ,ٱسْكُنْ,اسكن
وَزَوْجُكَ,َزَوْجُكََ,وزوجك
ٱلْجَنَّةَ,ٱلْجَنَّةَ,الجنة
وَكُلَا,َكُلَاا,وكلا
رَغَدًا,رَغَدًا,رغدا
حَيْثُ,حَيْثُ,حيث
شِئْتُمَا,شِئْتُمَا,شيتما
تَقْرَبَا,تَقْرَبَا,تقربا
هَٰذِهِ,هَٰذِهِ,هاذه
ٱلشَّجَرَةَ,ٱلشَّجَرَةَ,الشجرة
فَتَكُونَا,فَتَكُونَا,فتكونا
ٱلظَّٰلِمِينَ,ٱلظَّٰلِمِينَ,الظالمين
فَأَزَلَّهُمَا,فَأَزَلَّهُمَا,فازلهما
ٱلشَّيْطَٰنُ,ٱلشَّيْطَٰنُ,الشيطان
عَنْهَا,عَنْهَا,عنها
فَأَخْرَجَهُمَا,فَأَخْرَجَهُمَا,فاخرجهما
مِمَّا,مِمَّا,مما
كَانَا,كَانَا,كانا
ٱهْبِطُوا۟,ٱهْبِطُوا۟,اهبطوا
بَعْضُكُمْ,بَعْضُكُمْ,بعضكم
لِبَعْضٍ,لِبَعْضٍ,لبعض
عَدُوٌّ,عَدُوٌّ,عدو
وَلَكُمْ,َلَكُمْْ,ولكم
مُسْتَقَرٌّ,مُسْتَقَرٌّ,مستقر
وَمَتَٰعٌ,َمَتَٰعٌٌ,ومتاع
حِينٍ,حِينٍ,حين
فَتَلَقَّىٰٓ,فَتَلَقَّىٰٓ,فتلقىا
ءَادَمُ,ءَادَمُ,ءادم
رَّبِّهِۦ,رَّبِّهِۦ,ربه
كَلِمَٰتٍ,كَلِمَٰتٍ,كلمات
فَتَابَ,فَتَابَ,فتاب
عَلَيْهِ,عَلَيْهِ,عليه
إِنَّهُۥ,إِنَّهُۥ,انه
ٱلتَّوَّابُ,ٱلتَّوَّابُ,التواب
ٱلرَّحِيمُ,ٱلرَّحِيمُ,الرحيم
فَإِمَّا,فَإِمَّا,فاما
يَأْتِيَنَّكُم,يَأْتِيَنَّكُم,ياتينكم
مِّنِّى,مِّنِّى,منى
فَمَن,فَمَن,فمن
تَبِعَ,تَبِعَ,تبع
هُدَاىَ,هُدَاىَ,هداى
خَوْفٌ,خَوْفٌ,خوف
يَحْزَنُونَ,يَحْزَنُونَ,يحزنون
وَكَذَّبُوا۟,َكَذَّبُوا۟۟,وكذبوا
بِـَٔايَٰتِنَآ,بِـَٔايَٰتِنَآ,بـاياتنا
أَصْحَٰبُ,أَصْحَٰبُ,اصحاب
ٱلنَّارِ,ٱلنَّارِ,النار
يَٰبَنِىٓ,يَٰبَنِىٓ,يابنى
إِسْرَٰٓءِيلَ,إِسْرَٰٓءِيلَ,اسراءيل
ٱذْكُرُوا۟,ٱذْكُرُوا۟,اذكروا
نِعْمَتِىَ,نِعْمَتِىَ,نعمتى
ٱلَّتِىٓ,ٱلَّتِىٓ,التى
أَنْعَمْتُ,أَنْعَمْتُ,انعمت
عَلَيْكُمْ,عَلَيْكُمْ,عليكم
وَأَوْفُوا۟,َأَوْفُوا۟۟,واوفوا
بِعَهْدِىٓ,بِعَهْدِىٓ,بعهدى
أُوفِ,أُوفِ,اوف
بِعَهْدِكُمْ,بِعَهْدِكُمْ,بعهدكم
وَإِيَّٰىَ,َإِيَّٰىََ,واياى
فَٱرْهَبُونِ,فَٱرْهَبُونِ,فارهبون
وَءَامِنُوا۟,َءَامِنُوا۟۟,وءامنوا
أَنزَلْتُ,أَنزَلْتُ,انزلت
مُصَدِّقًا,مُصَدِّقًا,مصدقا
لِّمَا,لِّمَا,لما
تَكُونُوٓا۟,تَكُونُوٓا۟,تكونوا
أَوَّلَ,أَوَّلَ,اول
كَافِرٍۭ,كَافِرٍۭ,كافر
تَشْتَرُوا۟,تَشْتَرُوا۟,تشتروا
بِـَٔايَٰتِى,بِـَٔايَٰتِى,بـاياتى
ثَمَنًا,ثَمَنًا,ثمنا
قَلِيلًا,قَلِيلًا,قليلا
فَٱتَّقُونِ,فَٱتَّقُونِ,فاتقون
تَلْبِسُوا۟,تَلْبِسُوا۟,تلبسوا
ٱلْحَقَّ,ٱلْحَقَّ,الحق
بِٱلْبَٰطِلِ,بِٱلْبَٰطِلِ,بالباطل
وَتَكْتُمُوا۟,َتَكْتُمُوا۟۟,وتكتموا
وَأَقِيمُوا۟,َأَقِيمُوا۟۟,واقيموا
وَءَاتُوا۟,َءَاتُوا۟۟,وءاتوا
ٱلزَّكَوٰةَ,ٱلزَّكَوٰةَ,الزكواة
وَٱرْكَعُوا۟,َٱرْكَعُوا۟۟,واركعوا
مَعَ,مَعَ,مع
ٱلرَّٰكِعِينَ,ٱلرَّٰكِعِينَ,الراكعين
أَتَأْمُرُونَ,أَتَأْمُرُونَ,اتامرون
ٱلنَّاسَ,ٱلنَّاسَ,الناس
بِٱلْبِرِّ,بِٱلْبِرِّ,بالبر
وَتَنسَوْنَ,َتَنسَوْنََ,وتنسون
أَنفُسَكُمْ,أَنفُسَكُمْ,انفسكم
تَتْلُونَ,تَتْلُونَ,تتلون
ٱلْكِتَٰبَ,ٱلْكِتَٰبَ,الكتاب
أَفَلَا,أَفَلَا,افلا
تَعْقِلُونَ,تَعْقِلُونَ,تعقلون
وَٱسْتَعِينُوا۟,َٱسْتَعِينُوا۟۟,واستعينوا
بِٱلصَّبْرِ,بِٱلصَّبْرِ,بالصبر
وَٱلصَّلَوٰةِ,َٱلصَّلَوٰةِِ,والصلواة
وَإِنَّهَا,َإِنَّهَاا,وانها
لَكَبِيرَةٌ,لَكَبِيرَةٌ,لكبيرة
ٱلْخَٰشِعِينَ,ٱلْخَٰشِعِينَ,الخاشعين
يَظُنُّونَ,يَظُنُّونَ,يظنون
أَنَّهُم,أَنَّهُم,انهم
مُّلَٰقُوا۟,مُّلَٰقُوا۟,ملاقوا
رَبِّهِمْ,رَبِّهِمْ,ربهم
وَأَنَّهُمْ,َأَنَّهُمْْ,وانهم
رَٰجِعُونَ,رَٰجِعُونَ,راجعون
وَأَنِّى,َأَنِّىى,وانى
فَضَّلْتُكُمْ,فَضَّلْتُكُمْ,فضلتكم
وَٱتَّقُوا۟,َٱتَّقُوا۟۟,واتقوا
يَوْمًا,يَوْمًا,يوما
تَجْزِى,تَجْزِى,تجزى
نَفْسٌ,نَفْسٌ,نفس
عَن,عَن,عن
نَّفْسٍ,نَّفْسٍ,نفس
شَيْـًٔا,شَيْـًٔا,شيـا
يُقْبَلُ,يُقْبَلُ,يقبل
شَفَٰعَةٌ,شَفَٰعَةٌ,شفاعة
يُؤْخَذُ,يُؤْخَذُ,يوخذ
عَدْلٌ,عَدْلٌ,عدل
يُنصَرُونَ,يُنصَرُونَ,ينصرون
نَجَّيْنَٰكُم,نَجَّيْنَٰكُم,نجيناكم
مِّنْ,مِّنْ,من
ءَالِ,ءَالِ,ءال
فِرْعَوْنَ,فِرْعَوْنَ,فرعون
يَسُومُونَكُمْ,يَسُومُونَكُمْ,يسومونكم
سُوٓءَ,سُوٓءَ,سوء
ٱلْعَذَابِ,ٱلْعَذَابِ,العذاب
يُذَبِّحُونَ,يُذَبِّحُونَ,يذبحون
أَبْنَآءَكُمْ,أَبْنَآءَكُمْ,ابناءكم
وَيَسْتَحْيُونَ,َيَسْتَحْيُونََ,ويستحيون
