word,root
مَعَكُمْ,عكم,معكم
مُسْتَهْزِءُونَ,هزء,مستهزءون
يَسْتَهْزِئُ,سهز,يستهزي
بِهِمْ,بهم,بهم
وَيَمُدُّهُمْ,يمد,ويمدهم
طُغْيَٰنِهِمْ,طغي,طغيانهم
يَعْمَهُونَ,يعم,يعمهون
ٱشْتَرَوُا۟,شتر,اشتروا
ٱلضَّلَٰلَةَ,ضلل,الضلالة
بِٱلْهُدَىٰ,هدى,بالهدىا
فَمَا,فما,فما
رَبِحَت,ربح,ربحت
تِّجَٰرَتُهُمْ,جرت,تجارتهم
مُهْتَدِينَ,هتد,مهتدين
مَثَلُهُمْ,مثل,مثلهم
كَمَثَلِ,كمثل,كمثل
ٱلَّذِى,الذى,الذى
ٱسْتَوْقَدَ,وقد,استوقد
نَارًا,نرا,نارا
فَلَمَّآ,فلم,فلما
أَضَآءَتْ,ضءت,اضاءت
مَا,ما,ما
حَوْلَهُۥ,حول,حوله
ذَهَبَ,ذهب,ذهب
بِنُورِهِمْ,بنر,بنورهم
وَتَرَكَهُمْ,وتر,وتركهم
ظُلُمَٰتٍ,ظلم,ظلمات
يُبْصِرُونَ,بصر,يبصرون
صُمٌّۢ,صم,صم
بُكْمٌ,بكم,بكم
عُمْىٌ,عمى,عمى
فَهُمْ,فهم,فهم
يَرْجِعُونَ,رجع,يرجعون
أَوْ,او,او
كَصَيِّبٍ,كصب,كصيب
مِّنَ,من,من
ٱلسَّمَآءِ,سمء,السماء
ظُلُمَٰتٌ,ظلم,ظلمات
وَرَعْدٌ,رعد,ورعد
وَبَرْقٌ,برق,وبرق
يَجْعَلُونَ,جعل,يجعلون
أَصَٰبِعَهُمْ,صبع,اصابعهم
فِىٓ,فى,فى
ءَاذَانِهِم,ءاذ,ءاذانهم
ٱلصَّوَٰعِقِ,صعق,الصواعق
حَذَرَ,حذر,حذر
ٱلْمَوْتِ,موت,الموت
وَٱللَّهُ,ولل,والله
مُحِيطٌۢ,حيط,محيط
بِٱلْكَٰفِرِينَ,كفر,بالكافرين
يَكَادُ,يكد,يكاد
ٱلْبَرْقُ,برق,البرق
يَخْطَفُ,خطف,يخطف
أَبْصَٰرَهُمْ,بصر,ابصارهم
كُلَّمَآ,كلم,كلما
أَضَآءَ,اضء,اضاء
لَهُم,لهم,لهم
مَّشَوْا۟,شوا,مشوا
وَإِذَآ,وذا,واذا
أَظْلَمَ,ظلم,اظلم
قَامُوا۟,قام,قاموا
وَلَوْ,ولو,ولو
شَآءَ,شاء,شاء
لَذَهَبَ,ذهب,لذهب
بِسَمْعِهِمْ,سمع,بسمعهم
وَأَبْصَٰرِهِمْ,بصر,وابصارهم
كُلِّ,كل,كل
شَىْءٍ,شىء,شىء
قَدِيرٌ,قدر,قدير
يَٰٓأَيُّهَا,ياي,ياايها
ٱعْبُدُوا۟,عبد,اعبدوا
رَبَّكُمُ,ربكم,ربكم
خَلَقَكُمْ,خلق,خلقكم
قَبْلِكُمْ,قبل,قبلكم
لَعَلَّكُمْ,لعل,لعلكم
تَتَّقُونَ,تتق,تتقون
جَعَلَ,جعل,جعل
لَكُمُ,لكم,لكم
ٱلْأَرْضَ,ارض,الارض
فِرَٰشًا,فرش,فراشا
وَٱلسَّمَآءَ,سمء,والسماء
بِنَآءً,بنء,بناء
وَأَنزَلَ,نزل,وانزل
مِنَ,من,من
مَآءً,ماء,ماء
فَأَخْرَجَ,خرج,فاخرج
بِهِۦ,به,به
ٱلثَّمَرَٰتِ,ثمر,الثمرات
رِزْقًا,رزق,رزقا
لَّكُمْ,لكم,لكم
فَلَا,فلا,فلا
تَجْعَلُوا۟,جعل,تجعلوا
أَندَادًا,داد,اندادا
وَأَنتُمْ,وان,وانتم
تَعْلَمُونَ,علم,تعلمون
وَإِن,وان,وان
كُنتُمْ,كنتم,كنتم
رَيْبٍ,ريب,ريب
مِّمَّا,مما,مما
نَزَّلْنَا,نزل,نزلنا
عَبْدِنَا,عبد,عبدنا
فَأْتُوا۟,فات,فاتوا
بِسُورَةٍ,بسر,بسورة
مِّثْلِهِۦ,ثله,مثله
وَٱدْعُوا۟,ودع,وادعوا
شُهَدَآءَكُم,شهداء,شهداءكم
دُونِ,دون,دون
إِن,ان,ان
صَٰدِقِينَ,صدق,صادقين
فَإِن,فان,فان
لَّمْ,لم,لم
تَفْعَلُوا۟,فعل,تفعلوا
وَلَن,ولن,ولن
فَٱتَّقُوا۟,فتق,فاتقوا
ٱلنَّارَ,نار,النار
ٱلَّتِى,لتى,التى
وَقُودُهَا,وقد,وقودها
وَٱلْحِجَارَةُ,حجر,والحجارة
أُعِدَّتْ,اعد,اعدت
لِلْكَٰفِرِينَ,كفر,للكافرين
وَبَشِّرِ,بشر,وبشر
وَعَمِلُوا۟,عمل,وعملوا
ٱلصَّٰلِحَٰتِ,صلح,الصالحات
أَنَّ,ان,ان
جَنَّٰتٍ,جنت,جنات
تَجْرِى,جرى,تجرى
تَحْتِهَا,تحت,تحتها
ٱلْأَنْهَٰرُ,هار,الانهار
كُلَّمَا,كلم,كلما
رُزِقُوا۟,رزق,رزقوا
مِنْهَا,منها,منها
ثَمَرَةٍ,ثمر,ثمرة
رِّزْقًا,رزق,رزقا
قَالُوا۟,قال,قالوا
هَٰذَا,هذا,هاذا
رُزِقْنَا,رزق,رزقنا
قَبْلُ,قبل,قبل
وَأُتُوا۟,وات,واتوا
مُتَشَٰبِهًا,تشب,متشابها
فِيهَآ,فيه,فيها
أَزْوَٰجٌ,زوج,ازواج
مُّطَهَّرَةٌ,طهر,مطهرة
وَهُمْ,وهم,وهم
فِيهَا,فيه,فيها
خَٰلِدُونَ,خلد,خالدون
يَسْتَحْىِۦٓ,سحى,يستحى
أَن,ان,ان
يَضْرِبَ,ضرب,يضرب
مَثَلًا,ثلا,مثلا
مَّا,ما,ما
بَعُوضَةً,بعض,بعوضة
فَوْقَهَا,فوق,فوقها
فَأَمَّا,فما,فاما
فَيَعْلَمُونَ,علم,فيعلمون
أَنَّهُ,انه,انه
ٱلْحَقُّ,لحق,الحق
وَأَمَّا,وما,واما
فَيَقُولُونَ,يقل,فيقولون
مَاذَآ,اذا,ماذا
أَرَادَ,ارد,اراد
بِهَٰذَا,بهذ,بهاذا
يُضِلُّ,يضل,يضل
كَثِيرًا,كثر,كثيرا
وَيَهْدِى,هدى,ويهدى
بِهِۦٓ,به,به
إِلَّا,الا,الا
ٱلْفَٰسِقِينَ,فسق,الفاسقين
يَنقُضُونَ,نقض,ينقضون
عَهْدَ,عهد,عهد
مِنۢ,من,من
بَعْدِ,بعد,بعد
مِيثَٰقِهِۦ,يثق,ميثاقه
وَيَقْطَعُونَ,قطع,ويقطعون
مَآ,ما,ما
أَمَرَ,امر,امر
يُوصَلَ,وصل,يوصل
وَيُفْسِدُونَ,فسد,ويفسدون
ٱلْخَٰسِرُونَ,خسر,الخاسرون
كَيْفَ,كيف,كيف
تَكْفُرُونَ,كفر,تكفرون
وَكُنتُمْ,وكن,وكنتم
أَمْوَٰتًا,موت,امواتا
فَأَحْيَٰكُمْ,فحي,فاحياكم
ثُمَّ,ثم,ثم
يُمِيتُكُمْ,يمت,يميتكم
يُحْيِيكُمْ,يحي,يحييكم
إِلَيْهِ,اليه,اليه
تُرْجَعُونَ,رجع,ترجعون
هُوَ,هو,هو
خَلَقَ,خلق,خلق
لَكُم,لكم,لكم
جَمِيعًا,جمع,جميعا
ٱسْتَوَىٰٓ,وىا,استوىا
إِلَى,الى,الى
فَسَوَّىٰهُنَّ,فسى,فسوىاهن
سَبْعَ,سبع,سبع
سَمَٰوَٰتٍ,سمو,سماوات
وَهُوَ,وهو,وهو
بِكُلِّ,بكل,بكل
عَلِيمٌ,علم,عليم
وَإِذْ,واذ,واذ
قَالَ,قال,قال
رَبُّكَ,ربك,ربك
لِلْمَلَٰٓئِكَةِ,لاك,للملايكة
إِنِّى,انى,انى
جَاعِلٌ,جعل,جاعل
خَلِيفَةً,خلف,خليفة
أَتَجْعَلُ,جعل,اتجعل
يُفْسِدُ,فسد,يفسد
وَيَسْفِكُ,يسف,ويسفك
ٱلدِّمَآءَ,دمء,الدماء
وَنَحْنُ,ونح,ونحن
نُسَبِّحُ,سبح,نسبح
بِحَمْدِكَ,حمد,بحمدك
وَنُقَدِّسُ,قدس,ونقدس
لَكَ,لك,لك
إِنِّىٓ,انى,انى
أَعْلَمُ,علم,اعلم
وَعَلَّمَ,علم,وعلم
ءَادَمَ,ءدم,ءادم
ٱلْأَسْمَآءَ,سمء,الاسماء
كُلَّهَا,كله,كلها
عَرَضَهُمْ,عرض,عرضهم
عَلَى,على,على
ٱلْمَلَٰٓئِكَةِ,لاك,الملايكة
فَقَالَ,فقل,فقال
أَنۢبِـُٔونِى,ـونى,انبـونى
بِأَسْمَآءِ,سمء,باسماء
هَٰٓؤُلَآءِ,هاولاء,هاولاء
سُبْحَٰنَكَ,سبح,سبحانك
عِلْمَ,علم,علم
لَنَآ,لنا,لنا
عَلَّمْتَنَآ,علم,علمتنا
إِنَّكَ,انك,انك
أَنتَ,انت,انت
ٱلْعَلِيمُ,علم,العليم
ٱلْحَكِيمُ,حكم,الحكيم
يَٰٓـَٔادَمُ,ـدم,ياـادم
أَنۢبِئْهُم,انب,انبيهم
بِأَسْمَآئِهِمْ,بسم,باسمايهم
أَنۢبَأَهُم,انب,انباهم
أَلَمْ,الم,الم
أَقُل,اقل,اقل
غَيْبَ,غيب,غيب
ٱلسَّمَٰوَٰتِ,سمو,السماوات
وَٱلْأَرْضِ,ارض,والارض
وَأَعْلَمُ,علم,واعلم
تُبْدُونَ,تبد,تبدون
تَكْتُمُونَ,كتم,تكتمون
قُلْنَا,قلن,قلنا
ٱسْجُدُوا۟,سجد,اسجدوا
لِءَادَمَ,ءدم,لءادم
فَسَجَدُوٓا۟,سجد,فسجدوا
إِبْلِيسَ,بلس,ابليس
أَبَىٰ,ابى,ابىا
وَٱسْتَكْبَرَ,كبر,واستكبر
وَكَانَ,وكان,وكان
ٱلْكَٰفِرِينَ,كفر,الكافرين
وَقُلْنَا,وقل,وقلنا
ٱسْكُنْ,اسك,اسكن
وَزَوْجُكَ,وزج,وزوجك
ٱلْجَنَّةَ,جنة,الجنة
وَكُلَا,وكل,وكلا
رَغَدًا,رغد,رغدا
حَيْثُ,حيث,حيث
شِئْتُمَا,شيت,شيتما
تَقْرَبَا,قرب,تقربا
هَٰذِهِ,هذه,هاذه
ٱلشَّجَرَةَ,شجر,الشجرة
فَتَكُونَا,تكو,فتكونا
ٱلظَّٰلِمِينَ,ظلم,الظالمين
فَأَزَلَّهُمَا,فزل,فازلهما
ٱلشَّيْطَٰنُ,شيط,الشيطان
عَنْهَا,عنه,عنها
فَأَخْرَجَهُمَا,خرج,فاخرجهما
مِمَّا,مما,مما
كَانَا,كنا,كانا
ٱهْبِطُوا۟,هبط,اهبطوا
بَعْضُكُمْ,بعض,بعضكم
لِبَعْضٍ,بعض,لبعض
عَدُوٌّ,عدو,عدو
وَلَكُمْ,لكم,ولكم
مُسْتَقَرٌّ,سقر,مستقر
وَمَتَٰعٌ,تاع,ومتاع
حِينٍ,حين,حين
فَتَلَقَّىٰٓ,لقى,فتلقىا
ءَادَمُ,ءدم,ءادم
رَّبِّهِۦ,ربه,ربه
كَلِمَٰتٍ,كلم,كلمات
فَتَابَ,فتب,فتاب
عَلَيْهِ,عليه,عليه
إِنَّهُۥ,انه,انه
ٱلتَّوَّابُ,توب,التواب
ٱلرَّحِيمُ,رحم,الرحيم
فَإِمَّا,فما,فاما
يَأْتِيَنَّكُم,اين,ياتينكم
مِّنِّى,منى,منى
فَمَن,فمن,فمن
تَبِعَ,تبع,تبع
هُدَاىَ,هدى,هداى
خَوْفٌ,خوف,خوف
يَحْزَنُونَ,يحز,يحزنون
وَكَذَّبُوا۟,كذب,وكذبوا
بِـَٔايَٰتِنَآ,بـي,بـاياتنا
أَصْحَٰبُ,صحب,اصحاب
ٱلنَّارِ,نار,النار
يَٰبَنِىٓ,بنى,يابنى
إِسْرَٰٓءِيلَ,راءيل,اسراءيل
ٱذْكُرُوا۟,ذكر,اذكروا
نِعْمَتِىَ,عمتى,نعمتى
ٱلَّتِىٓ,لتى,التى
أَنْعَمْتُ,عمت,انعمت
عَلَيْكُمْ,علي,عليكم
وَأَوْفُوا۟,ووف,واوفوا
بِعَهْدِىٓ,عهدى,بعهدى
أُوفِ,اوف,اوف
بِعَهْدِكُمْ,عهد,بعهدكم
وَإِيَّٰىَ,ايى,واياى
فَٱرْهَبُونِ,رهب,فارهبون
وَءَامِنُوا۟,وءم,وءامنوا
أَنزَلْتُ,زلت,انزلت
مُصَدِّقًا,صدق,مصدقا
لِّمَا,لما,لما
تَكُونُوٓا۟,تكن,تكونوا
أَوَّلَ,اول,اول
كَافِرٍۭ,كفر,كافر
تَشْتَرُوا۟,شتر,تشتروا
بِـَٔايَٰتِى,ـاياتى,بـاياتى
ثَمَنًا,ثمن,ثمنا
قَلِيلًا,قلل,قليلا
فَٱتَّقُونِ,فتق,فاتقون
تَلْبِسُوا۟,لبس,تلبسوا
ٱلْحَقَّ,لحق,الحق
بِٱلْبَٰطِلِ,بطل,بالباطل
وَتَكْتُمُوا۟,كتم,وتكتموا
وَأَقِيمُوا۟,اقم,واقيموا
وَءَاتُوا۟,وءت,وءاتوا
ٱلزَّكَوٰةَ,زكا,الزكواة
وَٱرْكَعُوا۟,ركع,واركعوا
مَعَ,مع,مع
ٱلرَّٰكِعِينَ,ركع,الراكعين
أَتَأْمُرُونَ,تمر,اتامرون
ٱلنَّاسَ,ناس,الناس
بِٱلْبِرِّ,لبر,بالبر
وَتَنسَوْنَ,تنس,وتنسون
أَنفُسَكُمْ,نفس,انفسكم
تَتْلُونَ,تتل,تتلون
ٱلْكِتَٰبَ,كتب,الكتاب
أَفَلَا,افل,افلا
تَعْقِلُونَ,عقل,تعقلون
وَٱسْتَعِينُوا۟,ستع,واستعينوا
بِٱلصَّبْرِ,صبر,بالصبر
وَٱلصَّلَوٰةِ,صلا,والصلواة
وَإِنَّهَا,وان,وانها
لَكَبِيرَةٌ,كبر,لكبيرة
ٱلْخَٰشِعِينَ,خشع,الخاشعين
يَظُنُّونَ,يظن,يظنون
أَنَّهُم,نهم,انهم
مُّلَٰقُوا۟,لاق,ملاقوا
رَبِّهِمْ,ربهم,ربهم
وَأَنَّهُمْ,وان,وانهم
رَٰجِعُونَ,رجع,راجعون
وَأَنِّى,ونى,وانى
فَضَّلْتُكُمْ,فضل,فضلتكم
وَٱتَّقُوا۟,وتق,واتقوا
يَوْمًا,يوم,يوما
تَجْزِى,جزى,تجزى
نَفْسٌ,نفس,نفس
عَن,عن,عن
نَّفْسٍ,نفس,نفس
شَيْـًٔا,شيـ,شيـا
يُقْبَلُ,قبل,يقبل
شَفَٰعَةٌ,شفع,شفاعة
يُؤْخَذُ,وخذ,يوخذ
عَدْلٌ,عدل,عدل
يُنصَرُونَ,نصر,ينصرون
نَجَّيْنَٰكُم,نجن,نجيناكم
مِّنْ,من,من
ءَالِ,ءال,ءال
فِرْعَوْنَ,فرع,فرعون
يَسُومُونَكُمْ,ومو,يسومونكم
سُوٓءَ,سوء,سوء
ٱلْعَذَابِ,عذب,العذاب
يُذَبِّحُونَ,ذبح,يذبحون
أَبْنَآءَكُمْ,بنء,ابناءكم
وَيَسْتَحْيُونَ,ستح,ويستحيون
نِسَآءَكُمْ,نسء,نساءكم
وَفِى,وفى,وفى
ذَٰلِكُم,ذال,ذالكم
بَلَآءٌ,بلء,بلاء
رَّبِّكُمْ,ربكم,ربكم
فَرَقْنَا,فرق,فرقنا
بِكُمُ,بكم,بكم
ٱلْبَحْرَ,بحر,البحر
فَأَنجَيْنَٰكُمْ,فنج,فانجيناكم
وَأَغْرَقْنَآ,غرق,واغرقنا
ءَالَ,ءال,ءال
تَنظُرُونَ,نظر,تنظرون
وَٰعَدْنَا,وعد,واعدنا
مُوسَىٰٓ,وسى,موسىا
أَرْبَعِينَ,ربع,اربعين
لَيْلَةً,ليل,ليلة
ٱتَّخَذْتُمُ,تخذ,اتخذتم
ٱلْعِجْلَ,عجل,العجل
بَعْدِهِۦ,بعد,بعده
ظَٰلِمُونَ,ظلم,ظالمون
عَفَوْنَا,عفو,عفونا
عَنكُم,عنكم,عنكم
مِّنۢ,من,من
تَشْكُرُونَ,شكر,تشكرون
ءَاتَيْنَا,ءتي,ءاتينا
مُوسَى,وسى,موسى
وَٱلْفُرْقَانَ,فرق,والفرقان
تَهْتَدُونَ,هتد,تهتدون
مُوسَىٰ,وسى,موسىا
لِقَوْمِهِۦ,لقم,لقومه
يَٰقَوْمِ,يقم,ياقوم
إِنَّكُمْ,نكم,انكم
ظَلَمْتُمْ,ظلم,ظلمتم
أَنفُسَكُم,نفس,انفسكم
بِٱتِّخَاذِكُمُ,تخذ,باتخاذكم
فَتُوبُوٓا۟,فتب,فتوبوا
بَارِئِكُمْ,بري,باريكم
فَٱقْتُلُوٓا۟,قتل,فاقتلوا
ذَٰلِكُمْ,ذال,ذالكم
خَيْرٌ,خير,خير
عِندَ,عند,عند
قُلْتُمْ,قلتم,قلتم
يَٰمُوسَىٰ,وسى,ياموسىا
لَن,لن,لن
نُّؤْمِنَ,نوم,نومن
حَتَّىٰ,حتى,حتىا
نَرَى,نرى,نرى
جَهْرَةً,جهر,جهرة
فَأَخَذَتْكُمُ,فخذ,فاخذتكم
ٱلصَّٰعِقَةُ,صعق,الصاعقة
بَعَثْنَٰكُم,بعث,بعثناكم
مَوْتِكُمْ,موت,موتكم
وَظَلَّلْنَا,ظلل,وظللنا
عَلَيْكُمُ,علي,عليكم
ٱلْغَمَامَ,غمم,الغمام
وَأَنزَلْنَا,نزل,وانزلنا
ٱلْمَنَّ,الم,المن
وَٱلسَّلْوَىٰ,سلى,والسلوىا
كُلُوا۟,كلا,كلوا
طَيِّبَٰتِ,طيب,طيبات
رَزَقْنَٰكُمْ,رزق,رزقناكم
ظَلَمُونَا,ظلمو,ظلمونا
كَانُوٓا۟,كان,كانوا
يَظْلِمُونَ,ظلم,يظلمون
ٱدْخُلُوا۟,دخل,ادخلوا
ٱلْقَرْيَةَ,قرة,القرية
فَكُلُوا۟,فكل,فكلوا
شِئْتُمْ,شيتم,شيتم
وَٱدْخُلُوا۟,دخل,وادخلوا
ٱلْبَابَ,باب,الباب
سُجَّدًا,سجد,سجدا
وَقُولُوا۟,وقل,وقولوا
حِطَّةٌ,حطة,حطة
نَّغْفِرْ,غفر,نغفر
لَكُمْ,لكم,لكم
خَطَٰيَٰكُمْ,خطي,خطاياكم
وَسَنَزِيدُ,نزد,وسنزيد
ٱلْمُحْسِنِينَ,حسن,المحسنين
فَبَدَّلَ,بدل,فبدل
ظَلَمُوا۟,ظلم,ظلموا
قَوْلًا,قول,قولا
غَيْرَ,غير,غير
فَأَنزَلْنَا,نزل,فانزلنا
رِجْزًا,رجز,رجزا
يَفْسُقُونَ,فسق,يفسقون
وَإِذِ,واذ,واذ
ٱسْتَسْقَىٰ,سقى,استسقىا
فَقُلْنَا,فقل,فقلنا
ٱضْرِب,ضرب,اضرب
بِّعَصَاكَ,بعص,بعصاك
ٱلْحَجَرَ,حجر,الحجر
فَٱنفَجَرَتْ,فجر,فانفجرت
مِنْهُ,منه,منه
ٱثْنَتَا,اثن,اثنتا
عَشْرَةَ,عشر,عشرة
عَيْنًا,عين,عينا
قَدْ,قد,قد
عَلِمَ,علم,علم
كُلُّ,كل,كل
أُنَاسٍ,انس,اناس
مَّشْرَبَهُمْ,شرب,مشربهم
وَٱشْرَبُوا۟,شرب,واشربوا
رِّزْقِ,رزق,رزق
تَعْثَوْا۟,تعث,تعثوا
مُفْسِدِينَ,فسد,مفسدين
نَّصْبِرَ,صبر,نصبر
طَعَامٍ,طعم,طعام
وَٰحِدٍ,وحد,واحد
فَٱدْعُ,فدع,فادع
لَنَا,لنا,لنا
رَبَّكَ,ربك,ربك
يُخْرِجْ,خرج,يخرج
تُنۢبِتُ,تنب,تنبت
ٱلْأَرْضُ,ارض,الارض
بَقْلِهَا,بقل,بقلها
وَقِثَّآئِهَا,وقث,وقثايها
وَفُومِهَا,وفم,وفومها
وَعَدَسِهَا,عدس,وعدسها
وَبَصَلِهَا,بصل,وبصلها
أَتَسْتَبْدِلُونَ,بدل,اتستبدلون
أَدْنَىٰ,دنى,ادنىا
بِٱلَّذِى,لذى,بالذى
مِصْرًا,صرا,مصرا
فَإِنَّ,فان,فان
سَأَلْتُمْ,سال,سالتم
وَضُرِبَتْ,ضرب,وضربت
عَلَيْهِمُ,علي,عليهم
ٱلذِّلَّةُ,ذلة,الذلة
وَٱلْمَسْكَنَةُ,سكن,والمسكنة
وَبَآءُو,بءو,وباءو
بِغَضَبٍ,غضب,بغضب
بِأَنَّهُمْ,بان,بانهم
يَكْفُرُونَ,كفر,يكفرون
بِـَٔايَٰتِ,بـي,بـايات
وَيَقْتُلُونَ,قتل,ويقتلون
ٱلنَّبِيِّۦنَ,نبن,النبين
بِغَيْرِ,بغر,بغير
ٱلْحَقِّ,لحق,الحق
عَصَوا۟,عصا,عصوا
وَّكَانُوا۟,وكن,وكانوا
يَعْتَدُونَ,عتد,يعتدون
هَادُوا۟,هاد,هادوا
وَٱلنَّصَٰرَىٰ,صرى,والنصارىا
وَٱلصَّٰبِـِٔينَ,صبـ,والصابـين
مَنْ,من,من
وَٱلْيَوْمِ,يوم,واليوم
وَعَمِلَ,عمل,وعمل
صَٰلِحًا,صلح,صالحا
فَلَهُمْ,لهم,فلهم
أَجْرُهُمْ,اجر,اجرهم
أَخَذْنَا,اخذ,اخذنا
مِيثَٰقَكُمْ,يثق,ميثاقكم
وَرَفَعْنَا,رفع,ورفعنا
فَوْقَكُمُ,فوق,فوقكم
ٱلطُّورَ,طور,الطور
خُذُوا۟,خذا,خذوا
ءَاتَيْنَٰكُم,ءتي,ءاتيناكم
بِقُوَّةٍ,بقة,بقوة
وَٱذْكُرُوا۟,ذكر,واذكروا
تَوَلَّيْتُم,تول,توليتم
فَلَوْلَا,فلل,فلولا
فَضْلُ,فضل,فضل
وَرَحْمَتُهُۥ,رحم,ورحمته
لَكُنتُم,لكن,لكنتم
ٱلْخَٰسِرِينَ,خسر,الخاسرين
وَلَقَدْ,لقد,ولقد
عَلِمْتُمُ,علم,علمتم
ٱعْتَدَوْا۟,عتد,اعتدوا
مِنكُمْ,نكم,منكم
ٱلسَّبْتِ,سبت,السبت
كُونُوا۟,كون,كونوا
قِرَدَةً,قرد,قردة
خَٰسِـِٔينَ,خسـ,خاسـين
فَجَعَلْنَٰهَا,جعل,فجعلناها
نَكَٰلًا,نكل,نكالا
بَيْنَ,بين,بين
يَدَيْهَا,يدي,يديها
خَلْفَهَا,خلف,خلفها
وَمَوْعِظَةً,وعظ,وموعظة
